id,price,bedrooms,sqft_lot,waterfront,view,condition,sqft_above,"sqft_basement,,",bathrooms,floors,sqft_living
1040,476000,3,1204,0,0,3,1640,,"2,3",3,1640
1041,521000,4,3680,0,0,3,2303,,"2,5",2,2303
1042,443000,3,3168,0,0,3,1800,,"2,5",2,1800
1043,1233000,5,2975,0,2,3,3280,,"3,5",3,4460
1044,411000,2,2656,0,0,3,1220,,"2,5",2,1590
1045,745000,4,4684,0,0,3,2190,,"3,5",2,3070
1046,387000,2,7200,0,0,3,1330,,"1,8",1,1330
1047,301000,3,6750,0,0,4,990,,1,1,990
1048,448000,4,5790,0,0,3,1900,,"2,5",2,1900
1049,674000,3,1159,0,3,3,2020,,"2,5",3,2020
1050,522000,3,9416,0,0,4,2000,,"1,8",1,2000
1051,359000,2,7600,0,0,3,1100,,"1,8",1,1100
1052,270000,1,40946,0,0,5,960,,1,1,960
1053,865000,4,9614,0,0,3,3488,,"2,8",2,3488
1054,456000,2,9466,0,0,3,1890,,"1,8",2,1890
1055,463000,4,8120,0,0,3,2030,,2,2,2030
1056,353000,3,7350,0,0,3,990,,"1,8",1,1380
1057,936000,4,5800,0,0,3,3360,300,"3,3","2,5",3660
1058,455000,3,3230,0,0,3,1870,,"2,3",2,1870
1059,491000,4,12007,0,0,4,1220,,"2,3",1,2080
1060,661000,4,14803,0,0,4,2450,,"2,8",2,2450
1061,631000,4,6180,0,0,4,1500,,"2,3",1,2750
1062,339000,3,4842,0,0,4,1240,,1,1,1240
1063,452000,3,7604,0,0,3,1900,,"2,5",2,1900
1064,602000,3,6093,0,0,3,2540,,"2,5",2,2540
1065,524000,3,10362,0,0,3,1510,,"2,8",2,2100
1066,619000,4,2250,0,2,4,840,,2,1,1790
1067,352000,3,7258,0,0,3,1170,,2,1,1170
1068,533000,3,9126,0,2,5,1060,,1,1,1060
1069,449000,5,6120,0,0,3,1930,,2,"1,5",1930
1070,401000,3,7947,0,0,3,1120,,2,1,1540
1071,857000,5,13927,0,2,4,1970,,3,1,2876
1072,514000,3,7484,0,0,3,2150,,"2,5",2,2150
1073,370000,2,5500,0,0,3,1140,,1,1,1140
1074,334000,3,7790,0,0,5,980,,"1,5",1,980
1075,339000,3,13056,0,0,4,1230,,"1,8",1,1230
1076,340000,3,10905,0,0,3,860,,"1,8",1,1390
1077,818000,3,6250,0,3,3,1670,,"3,5",2,2380
1078,963000,3,7200,0,0,3,3690,,"3,3",2,3690
1079,398000,5,1074218,0,0,5,2010,1000,"3,3","1,5",3010
1080,330000,3,9126,0,0,3,1250,,1,1,1250
1081,631000,4,6120,0,0,4,2170,,"2,8",2,2290
1082,311000,2,5240,0,0,4,790,,1,1,790
1083,644000,3,6014,0,0,3,2720,,"2,5",2,2720
1084,596000,4,8632,0,0,3,1700,,"2,8",1,2550
1085,367000,2,3899,0,0,4,1080,,1,1,1080
1086,682000,3,9620,0,1,4,1570,,"1,8",1,2470
1087,420000,2,7710,0,2,5,550,,"0,8",1,850
1088,517000,3,8991,0,0,3,1570,,"2,5",1,1990
1089,426000,3,10500,0,0,3,1800,,"2,3",2,1800
1090,1420000,5,36450,0,0,3,4850,,4,2,4850
1091,318000,3,7874,0,0,3,1020,,1,1,1020
1092,487000,3,49928,0,0,3,1860,,"2,5",2,2420
1093,853000,4,5776,0,2,3,2910,,"2,5",2,2910
1094,323000,3,9039,0,0,3,1060,,"1,5",1,1060
1095,716000,4,6420,0,2,3,1590,,"2,5",1,2340
1096,481000,4,5453,0,0,3,1050,,"2,8",1,1800
1097,426000,4,6150,0,0,3,850,,2,1,1660
1098,318000,3,62290,0,0,3,1300,,"1,8",1,1300
1099,393000,3,23819,0,0,3,1780,,"1,5",1,1780
1100,349000,2,4841,0,0,3,920,,1,1,1030
1101,779000,4,5420,0,3,3,1130,,"3,3",1,2790
1102,393000,3,3000,0,0,5,1150,,1,1,1150
1103,790000,4,11446,0,0,3,3290,,"2,5",2,3290
1104,757000,4,247421,0,0,3,3400,,"2,5",2,3400
1105,389000,2,4000,0,0,3,1070,,1,1,1200
1106,491000,4,8005,0,0,3,2160,,"2,5",2,2160
1107,511000,3,4000,0,1,4,950,,1,1,1450
1108,800000,4,3600,0,0,3,2060,,"2,5",2,3240
1109,425000,3,1691,0,0,3,1000,,2,2,1470
1110,530000,4,5226,0,0,3,2360,,"2,5",2,2360
1111,585000,3,9053,0,0,4,2230,,"2,3",2,2230
1112,526000,4,48706,0,0,3,2630,,"2,5",2,2630
1113,286000,3,25000,0,0,3,1010,,1,1,1010
1114,405000,3,1471,0,0,3,1300,,"2,3",2,1445
1115,528000,3,6000,0,0,3,1320,1060,"1,8","1,5",2380
1116,629000,4,13059,0,0,3,2830,,"2,8",2,2830
1117,627000,4,46173,0,0,3,3010,,"2,5",2,3010
1118,539000,4,9000,0,0,4,2000,,"2,3",1,2000
1119,480000,3,3600,0,0,3,2020,,"2,3",2,2020
1120,486000,3,6326,0,0,3,2030,,"2,5",2,2030
1121,601000,3,11160,0,0,3,2550,,"2,8",2,2550
1122,306000,2,13700,0,0,3,970,,1,1,970
1123,477000,3,12446,0,0,5,1540,,"1,8",1,1540
1124,358000,2,111949,0,0,3,1396,,1,1,1396
1125,627000,4,7875,0,0,3,2780,,"3,3",2,2780
1126,497000,6,8797,0,0,3,2220,,2,1,2220
1127,796000,4,13402,0,3,3,1670,,"3,5",2,2350
1128,824000,3,40946,0,0,5,2760,,"2,3",2,2760
1129,1129000,3,26027,0,0,3,4460,,"2,5",2,4460
1130,403000,3,4421,0,0,3,1440,,2,1,1440
1131,1559000,5,6000,0,2,3,3570,,"3,8",2,5330
1132,506000,4,4228,0,0,3,2220,,"2,5",2,2220
1133,1597000,5,8401,0,2,3,3745,,"4,8",2,5305
1134,1275000,3,13095,0,3,3,3700,,4,2,3880
1135,1034000,4,8519,0,1,3,2680,,"3,3",1,3810
1136,526000,3,1168,0,0,3,1600,,3,2,1960
1137,452000,3,1131,0,0,3,1530,,"2,5",3,1530
1138,865000,4,34293,0,0,4,3250,,"2,3",2,3250
1139,427000,3,7208,0,0,3,1750,,"2,5",2,1750
1140,789000,4,35021,0,0,3,3440,,"3,3",2,3440
1141,328000,1,14149,0,0,5,880,,"0,8",1,1170
1142,321000,3,5330,0,0,3,870,,1,1,870
1143,649000,4,18199,0,0,3,2930,,"2,5",2,2930
1144,960000,3,12824,0,2,4,1820,,"2,5",1,3160
1145,305000,2,3330,0,0,3,800,,1,1,800
1146,638000,4,8001,0,0,4,2350,,"2,5",2,2350
1147,339000,2,16470,0,0,3,1060,,"1,8",1,1060
1148,486000,3,12558,0,0,4,1350,,"1,8",1,2060
1149,437000,2,1750,0,0,4,780,,"1,8",1,1560
1150,700000,4,42200,0,3,3,1500,,"1,8",1,3000
1151,406000,3,4800,0,0,3,1660,,"1,5",2,1660
1152,493000,3,5100,0,0,5,1040,,"1,8",1,1650
1153,779000,4,8936,0,0,3,2450,,3,2,3220
1154,586000,3,7500,0,0,3,2320,,"1,5",1,2320
1155,812000,4,14982,0,3,3,1720,,"2,8",1,2750
1156,270000,3,6000,0,0,2,910,,1,1,910
1157,306000,2,867,0,0,3,840,,"1,5",2,840
1158,416000,3,1578,0,0,3,1090,,"2,3",2,1470
1159,462000,6,10812,0,0,4,2040,,2,1,2040
1160,684000,3,4046,0,4,4,1100,,1,"1,5",1100
1161,327000,2,8532,0,0,4,940,,1,1,940
1162,343000,3,10500,0,0,5,1110,,2,1,1110
1163,588000,4,8100,0,0,5,1400,800,"1,8","1,5",2200
1164,1186000,2,59612,1,4,3,1510,,"1,8",1,2860
1165,219000,2,11250,0,0,2,740,,1,1,740
1166,687000,4,8520,0,2,3,1370,,"1,8",1,2740
1167,329000,3,7300,0,0,4,1250,,1,1,1250
1168,747000,4,8060,0,0,3,3140,,"2,5",2,3140
1169,292000,2,10270,0,0,3,820,,1,1,820
1170,631000,4,7264,0,0,3,1720,,"2,8",2,2570
1171,566000,4,8140,0,0,4,1430,,"2,3",1,2350
1172,1147000,4,9200,0,4,4,2100,,3,1,3600
1173,408000,4,8000,0,0,3,1040,,2,1,1580
1174,531000,2,5824,0,2,5,1070,,1,1,1070
1175,355000,3,6109,0,0,5,1070,,1,1,1070
1176,397000,4,5000,0,0,3,1640,,2,2,1640
1177,1003000,3,12130,0,3,4,2830,,"2,8",2,2890
1178,329000,3,7876,0,0,3,1220,,1,1,1220
1179,375000,2,4500,0,0,3,900,,1,1,1400
1180,322000,3,6250,0,0,3,1040,,1,1,1040
1181,219000,4,10640,0,0,5,980,,2,1,980
1182,799000,4,10890,0,0,3,2240,1100,"3,3","1,5",3340
1183,931000,6,219542,0,0,3,4100,,"4,5",2,6040
1184,502000,3,1612,0,0,3,1430,,"3,5",2,1900
1185,411000,4,7292,0,0,3,1020,,"1,5",1,1740
1186,497000,3,3207,0,0,4,1100,,2,1,2000
1187,404000,3,7200,0,0,3,1090,,"1,8",1,1610
1188,680000,4,13978,0,0,3,1860,,"2,5",1,3240
1189,484000,5,9600,0,0,3,1320,,"2,3",1,2230
1190,355000,2,2174,0,0,3,1160,,"2,5",2,1160
1191,644000,4,6000,0,0,5,1410,,"2,8",1,2410
1192,219000,2,10945,0,0,3,590,,1,"1,5",590
1193,566000,4,17388,0,0,3,2600,,"2,5",2,2600
1194,557000,4,8240,0,0,4,1370,,3,1,2170
1195,516000,4,4000,0,0,3,2080,0,"2,8","1,5",2080
1196,640000,4,12394,0,0,3,2860,,"2,5",2,2860
1197,691000,4,8107,0,0,3,2980,,"2,5",2,2980
1198,362000,2,987,0,0,3,1060,,"2,5",2,1230
1199,608000,4,7005,0,1,4,1130,,"1,8",1,2260
1200,521000,3,14925,0,0,3,1100,,"2,8",1,2200
1201,873000,4,12590,0,0,4,3030,0,"2,5","1,5",3030
1202,346000,2,1600,0,0,3,1060,,1,2,1060
1203,1145000,4,18687,0,0,3,4260,,3,2,4260
1204,337000,3,844,0,0,3,798,,"2,3",2,998
1205,477000,4,3723,0,0,3,2052,,"2,5",2,2052
1206,770000,4,6202,0,0,3,3150,,"3,5",2,3150
1207,567000,3,7221,0,0,4,1950,,"2,3",1,1950
1208,415000,3,1292,0,0,3,1347,,"2,3",3,1347
1209,1020000,4,5474,0,0,3,3860,0,"3,8","2,5",3860
1210,1520000,4,10320,0,0,3,5060,,"5,5",2,5060
1211,424000,3,885,0,0,3,1360,,"1,5",3,1360
1212,643000,5,6000,0,0,3,2760,,"2,5",2,2760
1213,550000,5,4670,0,0,3,2420,,"3,5",2,2420
1214,586000,3,4332,0,0,3,2450,,"2,5",2,2450
1215,404000,3,959,0,0,3,1280,,"2,3",3,1280
1216,401000,3,3569,0,0,3,1550,,"2,5",2,1550
1217,265000,1,1279,0,0,3,550,,1,2,550
1218,404000,2,1588,0,0,3,1240,,"2,5",2,1520
1219,463000,3,4005,0,0,4,1170,,1,"1,5",1670
1220,232000,1,5050,0,0,2,430,,"0,8",1,430
1221,644000,4,9614,0,0,4,2380,,"2,5",2,2380
1222,313000,3,9633,0,0,5,960,,1,1,960
1223,533000,3,6862,0,2,3,1120,,1,1,1920
1224,1038000,4,5854,0,3,3,2060,,3,1,3680
1225,665000,4,9200,0,0,5,1570,,"2,3",1,2530
1226,1001000,5,16905,0,0,3,3840,,"2,5",2,3840
1227,475000,3,3600,0,0,5,1240,0,"1,8","1,5",1240
1228,363000,2,11867,0,0,4,1300,,1,"1,5",1300
1229,526000,4,12067,0,0,3,2380,,"2,5",2,2380
1230,298000,2,44431,0,0,5,1300,,1,1,1300
1231,277000,2,13500,0,0,4,780,,1,1,780
1232,428000,4,39639,0,0,3,1230,,"2,5",1,1810
1233,562000,3,12676,0,0,3,2420,,"1,8",2,2420
1234,360000,3,2580,0,0,3,1280,,1,"1,5",1280
1235,428000,2,6500,0,0,4,1140,,1,1,1680
1236,597000,3,5400,0,0,3,2510,,"2,5",2,2510
1237,394000,3,8645,0,0,3,1700,,1,1,1700
1238,414000,3,3420,0,0,3,960,,"1,8",1,1680
1239,234000,1,59677,0,0,3,820,,"0,8",1,820
1240,1379000,3,42769,0,0,5,4380,,4,2,4380
1241,677000,3,10092,0,0,3,2600,,"2,5",1,2600
1242,846000,5,7452,0,0,3,3400,,"3,3",2,3400
1243,482000,5,8399,0,0,4,1320,,"1,8",1,2120
1244,544000,4,5700,0,0,3,1200,,"2,8",1,2250
1245,426000,3,5612,0,0,4,1200,,1,1,1800
1246,529000,3,7620,0,0,3,2210,,"2,5",2,2210
1247,392000,3,4080,0,0,3,1560,,2,2,1560
1248,594000,4,20720,0,0,3,2430,,"2,8",1,2430
1249,652000,4,36601,0,0,4,2560,,"2,5",2,2560
1250,678000,3,2500,0,0,5,1410,550,"2,8","1,5",1960
1251,320000,3,9762,0,0,4,1110,,"1,5",1,1110
1252,342000,2,4500,0,0,3,830,,"1,5",1,1030
1253,324000,4,11507,0,0,3,1350,,1,1,1350
1254,393000,3,1827,0,0,3,1540,,2,2,1540
1255,414000,4,9600,0,0,4,1010,,"1,8",1,1830
1256,431000,4,15531,0,0,3,1930,,"1,5",2,1930
1257,388000,3,9641,0,0,3,1650,,2,"1,5",1650
1258,928000,4,12905,0,2,3,2210,,2,1,3510
1259,975000,4,7920,0,3,3,1860,,3,1,3370
1260,566000,3,9157,0,0,3,2390,,"2,5",2,2390
1261,321000,3,8114,0,0,4,1230,,1,1,1230
1262,651000,4,213879,0,0,4,2830,,3,2,2830
1263,409000,3,7540,0,0,3,1310,,"1,8",1,1620
1264,769000,4,6250,0,0,5,1690,,4,"1,5",2290
1265,583000,4,13367,0,0,3,1420,,2,1,2840
1266,953000,4,196817,0,0,3,4220,,"3,5",2,4220
1267,314000,3,10500,0,0,3,1080,,1,1,1080
1268,404000,3,8645,0,0,3,1190,,"1,8",1,1620
1269,1287000,4,11600,0,3,3,3060,,"3,5",2,4390
1270,486000,3,3975,0,0,5,940,,"1,8",1,1620
1271,293000,3,11244,0,0,4,1010,,1,1,1010
1272,464000,4,8476,0,0,4,1240,,"2,5",1,1750
1273,796000,3,217697,0,3,3,4080,0,"3,5","1,5",4080
1274,577000,4,10400,0,0,4,1280,,"2,5",1,2560
1275,378000,3,5500,0,0,4,1120,0,"1,8","1,5",1120
1276,1052000,4,172497,0,0,3,4740,,"3,5",2,4740
1277,475000,2,7788,0,2,3,1340,,1,1,1340
1278,416000,4,6750,0,0,3,1590,,2,1,1590
1279,375000,3,5000,0,0,4,1080,,1,1,1430
1280,331000,4,8960,0,0,3,1450,,1,1,1450
1281,879000,4,7200,0,0,3,3500,,"2,8",2,3500
1282,423000,3,8702,0,0,3,1630,,2,1,1630
1283,424000,4,5000,0,0,4,944,,"1,8",1,1814
1284,261000,2,7500,0,0,3,580,,1,1,580
1285,405000,3,4572,0,0,3,1670,,2,"1,5",1670
1286,377000,2,8282,0,0,3,1140,,2,1,1140
1287,372000,2,6380,0,2,3,800,,1,1,800
1288,442000,3,2580,0,0,5,820,,"1,8",1,1300
1289,542000,4,7155,0,0,3,2440,,"2,5",2,2440
1290,347000,3,8371,0,0,3,1490,,2,"1,5",1490
1291,540000,3,9550,0,0,4,1320,,"2,8",1,1800
1292,590000,3,9152,0,0,5,1830,,2,1,1830
1293,378000,3,3920,0,0,3,1000,,1,1,1500
1294,720000,4,6080,0,2,4,1410,,"2,5",1,2210
1295,394000,3,1323,0,0,3,1270,,2,3,1270
1296,339000,2,1730,0,0,3,1010,,1,"1,5",1140
1297,717000,3,1173,0,4,3,1470,,"2,5",3,1620
1298,388000,3,1186,0,0,3,1220,,2,3,1220
1299,333000,2,1430,0,0,3,750,,"2,5",2,750
1300,505000,4,9300,0,0,5,1340,,"1,8",1,1960
1301,364000,3,3000,0,0,3,1370,,1,"1,5",1370
1302,2325000,5,4443,1,4,3,4580,,4,3,4580
1303,1507000,4,68257,0,0,3,5584,,"4,3",2,5584
1304,365000,2,4320,0,0,5,1010,,1,1,1010
1305,355000,3,6908,0,0,3,1260,,"1,8",1,1260
1306,503000,3,5782,0,0,4,1740,,"2,5",2,1740
1307,613000,4,10026,0,0,3,2670,,"1,5",2,2670
1308,287000,2,7200,0,0,5,720,,1,1,720
1309,588000,3,4399,0,0,3,2460,,"2,5",2,2460
1310,949000,4,7000,0,0,3,3670,,"2,5",2,3670
1311,857000,4,3435,0,3,3,1640,990,"3,5","1,5",2630
1312,386000,3,8459,0,0,3,1570,,"1,8",1,1570
1313,637000,3,28000,0,0,3,1820,,3,1,2980
1314,401000,3,4200,0,0,3,1560,,"2,5",2,1560
1315,526000,3,7410,0,0,5,1620,,"2,5",1,1620
1316,327000,3,5000,0,0,3,1140,,1,1,1140
1317,555000,2,19877,0,0,4,1570,,"1,5",1,2730
1318,508000,3,35169,0,0,4,2130,,2,1,2130
1319,438000,3,4050,0,0,3,1780,,"2,5",2,1780
1320,485000,4,3916,0,0,3,2100,,"2,5",2,2100
1321,320000,3,8800,0,0,3,1140,,1,1,1140
1322,422000,3,9144,0,0,4,1140,,"1,5",1,1690
1323,370000,2,6000,0,0,4,860,,1,1,1160
1324,422000,4,6270,0,0,3,1720,,"2,8",2,1720
1325,382000,3,3328,0,0,4,1210,,1,"1,5",1210
1326,404000,3,1374,0,0,3,1255,,"1,5",3,1255
1327,307000,2,7683,0,0,3,880,,1,1,880
1328,308000,3,9206,0,0,3,1050,,1,"1,5",1050
1329,428000,3,12940,0,0,4,1650,,"1,8",1,1650
1330,371000,3,9467,0,0,3,1570,,1,1,1570
1331,810000,4,7200,0,3,3,1470,,"2,5",1,2920
1332,941000,4,4000,0,3,3,1970,,3,"1,5",3000
1333,493000,3,7735,0,0,4,1850,,"1,8",1,1850
1334,423000,3,7741,0,0,4,1000,,"2,5",1,1440
1335,373000,3,8775,0,0,3,1440,,"1,8",1,1440
1336,428000,3,12375,0,0,3,1810,,1,2,1810
1337,364000,2,9350,0,0,3,1180,,1,1,1180
1338,1120000,4,5850,0,0,5,2400,,"3,8",2,3070
1339,850000,5,5211,0,0,3,3390,,"2,8",2,3390
1340,371000,2,6120,0,0,2,1470,,1,1,1470
1341,609000,4,7200,0,0,3,1380,,"2,5",1,2680
1342,509000,4,10687,0,0,3,2290,,"2,3",2,2290
1343,486000,3,8100,0,0,4,1310,,"1,8",1,1980
1344,672000,4,9292,0,0,3,2540,,"2,5",2,2870
1345,529000,3,4750,0,0,5,1010,,2,1,1840
1346,1235000,4,13000,0,3,3,4060,,"3,3",2,4060
1347,423000,3,8018,0,0,3,1630,,2,1,1630
1348,509000,2,5400,0,0,3,1880,,2,"1,5",1880
1349,453000,3,13095,0,0,4,1780,,"1,8",1,1780
1350,546000,4,6250,0,0,4,1400,,2,1,2330
1351,524000,3,4030,0,0,5,1050,,"1,8",1,1840
1352,499000,5,10750,0,0,4,1190,,2,1,2330
1353,772000,4,6473,0,0,3,3200,,"2,5",2,3200
1354,825000,3,1987,0,4,3,1410,,"2,5",2,2330
1355,491000,3,8868,0,0,3,1350,,"2,3",1,1950
1356,1021000,4,4815,0,3,3,2300,,"3,5",2,3080
1357,345000,2,5527,0,0,3,1040,,1,1,1040
1358,551000,4,3565,0,0,3,1960,,"4,3",2,1960
1359,790000,5,3800,0,0,5,1750,,3,"1,5",2750
1360,430000,3,36210,0,0,3,1930,,"1,8",1,1930
1361,1412000,5,40902,0,0,3,4850,,"4,5",2,4850
1362,462000,4,6406,0,0,3,1982,,"2,5",2,1982
1363,846000,3,4050,0,0,5,1750,890,"2,8","1,5",2640
1364,428000,4,50662,0,0,3,1430,,"2,5",1,1850
1365,520000,4,9144,0,0,4,1430,,"2,3",1,1940
1366,610000,5,7199,0,0,3,1710,,3,1,2840
1367,415000,5,10226,0,0,3,1130,,"1,5",1,1900
1368,364000,5,6400,0,0,5,960,,1,1,1410
1369,558000,4,8515,0,0,3,2520,,"2,5",2,2520
1370,734000,4,9525,0,0,3,3160,0,"3,8","2,5",3160
1371,903000,4,29043,0,0,3,3720,,3,2,3720
1372,495000,3,1501,0,0,3,1430,,"3,5",2,1820
1373,505000,3,8640,0,0,5,1560,,2,1,1560
1374,394000,3,5952,0,0,4,1150,,1,1,1600
1375,361000,3,11502,0,0,4,1230,,2,1,1230
1376,318000,3,8100,0,0,3,960,,1,1,960
1377,472000,3,4000,0,2,3,1270,,1,"1,5",1270
1378,661000,3,7700,0,0,3,2810,,"2,5",2,2810
1379,614000,2,5581,0,0,3,2160,,"2,5",1,2160
1380,626000,3,2152,0,0,3,1560,,3,"1,5",2520
1381,358000,2,844,0,0,3,990,,"1,5",2,1180
1382,430000,4,4970,0,0,3,1810,,"2,3",2,1810
1383,441000,3,15711,0,0,3,1240,,"2,5",1,1680
1384,298000,3,5250,0,0,4,910,,1,1,910
1385,1103000,3,5797,0,2,4,2370,,"3,8",2,3250
1386,478000,3,7294,0,0,3,1520,,"1,5",1,2000
1387,1209000,3,19000,0,4,3,3790,,"3,3",2,3790
1388,450000,3,78844,0,0,3,1760,,"1,8",1,2310
1389,989000,3,6339,0,2,5,1810,700,"2,3","1,5",2510
1390,440000,3,6205,0,0,5,1320,,"1,8",1,1320
1391,580000,3,217800,0,0,3,2370,,"2,3",2,2370
1392,292000,3,7500,0,0,4,900,,1,1,900
1393,772000,3,7680,0,1,4,2540,,"2,5",2,2540
1394,422000,4,9288,0,0,4,1050,,1,1,2100
1395,347000,3,6250,0,0,3,920,,1,1,1200
1396,988000,5,15200,0,0,3,3720,,4,2,3720
1397,433000,3,4539,0,0,3,1760,,"2,3",2,1760
1398,419000,3,7415,0,0,3,1320,,"1,8",1,1670
1399,574000,3,8252,0,0,3,2420,,"2,5",2,2420
1400,1070000,5,15185,0,0,4,3480,,3,2,3480
1401,406000,4,4473,0,0,3,1630,,"2,5",2,1630
1402,526000,4,5600,0,0,3,2340,,"2,5",2,2340
1403,325000,2,3780,0,0,3,920,,1,1,920
1404,314000,2,6490,0,0,3,910,,1,1,910
1405,472000,3,4945,0,2,3,1150,,1,1,1150
1406,689000,3,4774,0,2,3,1450,1050,"1,5","1,5",2500
1407,590000,4,235063,0,2,3,3250,,"2,5",1,3250
1408,448000,4,6600,0,0,4,1030,,2,1,1930
1409,633000,4,234352,0,0,3,2500,,"3,5",2,3400
1410,460000,3,2550,0,0,3,1590,,"2,5",3,1590
1411,816000,4,7399,0,0,3,3330,,"2,5",2,3330
1412,1357000,5,14685,0,0,3,4590,,"4,5",2,4590
1413,615000,3,7256,0,0,3,2610,,"2,5",2,2610
1414,422000,3,2700,0,0,3,1658,,"2,5",2,1658
1415,467000,3,1431,0,0,3,1240,,"3,5",2,1600
1416,436000,3,1051,0,0,3,1296,,3,3,1296
1417,363000,2,835,0,0,3,1080,,"2,3",2,1280
1418,1711000,4,11533,0,4,3,4950,,3,2,5940
1419,562000,4,5311,0,0,3,2510,,"3,3",2,2510
1420,671000,3,3475,0,0,3,1650,,"3,5",2,2710
1421,489000,3,1548,0,0,3,1750,,"2,5",3,1750
1422,340000,3,19901,0,0,4,1430,,1,"1,5",1430
1423,369000,4,34848,0,0,1,930,,1,1,1660
1424,387000,2,8865,0,0,4,1320,,1,1,1320
1425,652000,4,209523,0,0,3,2580,,3,2,2580
1426,558000,4,43101,0,0,3,2740,,"2,5",2,2740
1427,595000,3,4400,0,0,3,2495,,"2,5",2,2495
1428,536000,6,24773,0,0,4,2300,0,"2,8","1,5",2300
1429,338000,3,12240,0,0,3,1300,,"1,5",1,1300
1430,592000,4,10414,0,0,5,1450,,"2,5",1,2230
1431,507000,4,2750,0,0,3,1010,,"2,8",1,2020
1432,464000,4,3800,0,0,3,2000,,"2,3",2,2000
1433,348000,2,8187,0,0,4,1060,,1,1,1060
1434,594000,2,4800,0,0,5,1080,,"1,8",1,2080
1435,444000,3,24829,0,0,4,1220,,2,1,2030
1436,848000,3,7000,0,0,5,1840,,"2,5",2,2690
1437,727000,4,10800,0,0,3,2260,,"2,5",1,3240
1438,594000,3,12920,0,0,5,1550,,"2,5",2,1550
1439,408000,4,3132,0,0,5,740,,2,1,1480
1440,752000,4,2800,0,0,3,2100,,"2,8",2,3040
1441,413000,3,7300,0,0,4,1040,,"1,5",1,1560
1442,543000,3,3757,0,0,3,2250,,"2,5",2,2250
1443,326000,3,4600,0,0,3,1100,,1,1,1100
1444,380000,3,6356,0,0,3,1700,,1,"1,5",1700
1445,497000,5,28014,0,0,4,1450,,"1,5",1,2680
1446,296000,3,2296,0,0,4,800,,1,1,800
1447,393000,2,6315,0,0,3,1350,,"1,8",1,1350
1448,288000,3,7680,0,0,3,820,,1,"1,5",820
1449,807000,3,4270,0,0,3,2650,,"2,5",2,3160
1450,484000,3,28000,0,0,4,1720,,"2,8",1,1720
1451,416000,3,6755,0,0,3,1680,,"2,5",2,1680
1452,360000,3,7958,0,0,3,1300,,"1,8",1,1300
1453,520000,3,10370,0,0,3,2190,,"2,5",2,2190
1454,429000,3,4006,0,0,3,1720,,"2,5",2,1720
1455,317000,3,11776,0,0,3,1160,,1,1,1160
1456,715000,7,34830,0,0,3,3150,,4,1,3150
1457,360000,3,8075,0,0,4,1210,,"1,8",1,1210
1458,472000,3,5100,0,0,3,1270,,"1,8",1,1980
1459,700000,4,5669,0,0,3,2990,,"2,5",2,2990
1460,384000,3,9600,0,0,4,1430,,"1,5",1,1430
1461,496000,3,4030,0,0,3,2060,,"2,5",2,2060
1462,470000,4,52983,0,0,3,2230,,3,2,2230
1463,701000,4,18645,0,0,3,3090,,"2,5",2,3090
1464,993000,6,23326,0,3,3,2150,,"3,3",1,4250
1465,1126000,3,23180,1,4,3,1100,,"2,5",1,1970
1466,534000,2,3171,0,0,5,850,,2,1,1700
1467,761000,3,5503,0,2,3,2510,,"2,5",2,2510
1468,1130000,6,17580,0,4,5,2070,,"2,8",1,3610
1469,962000,4,7000,0,3,3,2140,,"3,3",2,2980
1470,451000,3,6480,0,0,4,1610,,"1,8",1,1610
1471,1201000,4,6982,0,2,4,2530,,"2,8",2,3650
1472,531000,4,38141,0,0,3,2510,,2,1,2510
1473,406000,3,6000,0,0,5,1110,,1,"1,5",1110
1474,466000,3,6150,0,0,4,1650,,2,2,1650
1475,493000,3,12150,0,0,3,1980,,2,1,1980
1476,310000,2,1157,0,0,3,880,,"1,5",2,880
1477,399000,3,9800,0,0,4,1140,,"1,8",1,1490
1478,616000,3,5400,0,0,4,1410,,2,"1,5",2520
1479,420000,3,22320,0,0,3,1250,,"1,8",1,1820
1480,894000,7,9066,0,0,3,2070,,"4,5",1,4140
1481,849000,4,8405,0,0,3,3420,,"2,5",2,3420
1482,752000,4,7277,0,0,3,3150,,"2,5",2,3150
1483,399000,3,7416,0,0,3,1150,,"1,8",1,1580
1484,428000,3,8281,0,0,3,1660,,2,1,1660
1485,316000,3,10125,0,0,3,1100,,1,1,1100
1486,394000,2,3200,0,0,4,960,,1,1,1270
1487,366000,4,6250,0,0,3,990,,1,1,1450
1488,468000,4,9485,0,0,4,1200,,"2,3",1,1830
1489,397000,3,4127,0,0,4,650,,"1,8",1,1300
1490,704000,2,5500,0,2,3,1720,600,"1,8","1,5",2320
1491,429000,4,9545,0,0,4,1080,,"2,8",1,1680
1492,673000,3,5500,0,0,4,2000,300,"2,5","1,5",2300
1493,356000,3,4000,0,0,3,870,,"1,8",1,1400
1494,947000,4,4560,0,2,5,1800,,"2,3",2,2410
1495,433000,3,7480,0,0,4,1480,,2,1,1480
1496,381000,3,9624,0,0,4,1390,,1,"1,5",1390
1497,311000,2,2699,0,0,3,830,,1,1,830
1498,284000,2,9003,0,0,3,740,,1,1,740
1499,409000,5,6000,0,0,5,970,,2,1,1940
1500,313000,3,15600,0,0,4,1340,,1,1,1340
1501,1597000,8,6480,0,3,5,3140,,"3,5",2,4440
1502,299000,2,6240,0,0,3,800,,1,1,800
1503,358000,3,9645,0,0,3,1310,,"1,8",1,1310
