id;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement,,
1163;588000;4;1,8;2200;8100;1,5;0;0;5;1400;800
1164;1186000;2;1,8;2860;59612;1;1;4;3;1510;1350,
1165;219000;2;1;740;11250;1;0;0;2;740;0,,
1166;687000;4;1,8;2740;8520;1;0;2;3;1370;1370,
1167;329000;3;1;1250;7300;1;0;0;4;1250;0,,
1168;747000;4;2,5;3140;8060;2;0;0;3;3140;0,
1169;292000;2;1;820;10270;1;0;0;3;820;0,,
1170;631000;4;2,8;2570;7264;2;0;0;3;1720;850,
1171;566000;4;2,3;2350;8140;1;0;0;4;1430;920,
1172;1147000;4;3;3600;9200;1;0;4;4;2100;1500,,
1173;408000;4;2;1580;8000;1;0;0;3;1040;540,,
1174;531000;2;1;1070;5824;1;0;2;5;1070;0,,
1175;355000;3;1;1070;6109;1;0;0;5;1070;0,,
1176;397000;4;2;1640;5000;2;0;0;3;1640;0,,
1177;1003000;3;2,8;2890;12130;2;0;3;4;2830;60,
1178;329000;3;1;1220;7876;1;0;0;3;1220;0,,
1179;375000;2;1;1400;4500;1;0;0;3;900;500,,
1180;322000;3;1;1040;6250;1;0;0;3;1040;0,,
1181;219000;4;2;980;10640;1;0;0;5;980;0,,
1182;799000;4;3,3;3340;10890;1,5;0;0;3;2240;1100
1183;931000;6;4,5;6040;219542;2;0;0;3;4100;1940,
1184;502000;3;3,5;1900;1612;2;0;0;3;1430;470,
1185;411000;4;1,5;1740;7292;1;0;0;3;1020;720,
1186;497000;3;2;2000;3207;1;0;0;4;1100;900,,
1187;404000;3;1,8;1610;7200;1;0;0;3;1090;520,
1188;680000;4;2,5;3240;13978;1;0;0;3;1860;1380,
1189;484000;5;2,3;2230;9600;1;0;0;3;1320;910,
1190;355000;2;2,5;1160;2174;2;0;0;3;1160;0,
1191;644000;4;2,8;2410;6000;1;0;0;5;1410;1000,
1192;219000;2;1;590;10945;1,5;0;0;3;590;0,
1193;566000;4;2,5;2600;17388;2;0;0;3;2600;0,
1194;557000;4;3;2170;8240;1;0;0;4;1370;800,,
1195;516000;4;2,8;2080;4000;1,5;0;0;3;2080;0
1196;640000;4;2,5;2860;12394;2;0;0;3;2860;0,
1197;691000;4;2,5;2980;8107;2;0;0;3;2980;0,
1198;362000;2;2,5;1230;987;2;0;0;3;1060;170,
1199;608000;4;1,8;2260;7005;1;0;1;4;1130;1130,
1200;521000;3;2,8;2200;14925;1;0;0;3;1100;1100,
1201;873000;4;2,5;3030;12590;1,5;0;0;4;3030;0
1202;346000;2;1;1060;1600;2;0;0;3;1060;0,,
1203;1145000;4;3;4260;18687;2;0;0;3;4260;0,,
1204;337000;3;2,3;998;844;2;0;0;3;798;200,
1205;477000;4;2,5;2052;3723;2;0;0;3;2052;0,
1206;770000;4;3,5;3150;6202;2;0;0;3;3150;0,
1207;567000;3;2,3;1950;7221;1;0;0;4;1950;0,
1208;415000;3;2,3;1347;1292;3;0;0;3;1347;0,
1209;1020000;4;3,8;3860;5474;2,5;0;0;3;3860;0
1210;1520000;4;5,5;5060;10320;2;0;0;3;5060;0,
1211;424000;3;1,5;1360;885;3;0;0;3;1360;0,
1212;643000;5;2,5;2760;6000;2;0;0;3;2760;0,
1213;550000;5;3,5;2420;4670;2;0;0;3;2420;0,
1214;586000;3;2,5;2450;4332;2;0;0;3;2450;0,
1215;404000;3;2,3;1280;959;3;0;0;3;1280;0,
1216;401000;3;2,5;1550;3569;2;0;0;3;1550;0,
1217;265000;1;1;550;1279;2;0;0;3;550;0,,
1218;404000;2;2,5;1520;1588;2;0;0;3;1240;280,
1219;463000;3;1;1670;4005;1,5;0;0;4;1170;500,
1220;232000;1;0,8;430;5050;1;0;0;2;430;0,
1221;644000;4;2,5;2380;9614;2;0;0;4;2380;0,
1222;313000;3;1;960;9633;1;0;0;5;960;0,,
1223;533000;3;1;1920;6862;1;0;2;3;1120;800,,
1224;1038000;4;3;3680;5854;1;0;3;3;2060;1620,,
1225;665000;4;2,3;2530;9200;1;0;0;5;1570;960,
1226;1001000;5;2,5;3840;16905;2;0;0;3;3840;0,
1227;475000;3;1,8;1240;3600;1,5;0;0;5;1240;0
1228;363000;2;1;1300;11867;1,5;0;0;4;1300;0,
1229;526000;4;2,5;2380;12067;2;0;0;3;2380;0,
1230;298000;2;1;1300;44431;1;0;0;5;1300;0,,
1231;277000;2;1;780;13500;1;0;0;4;780;0,,
1232;428000;4;2,5;1810;39639;1;0;0;3;1230;580,
1233;562000;3;1,8;2420;12676;2;0;0;3;2420;0,
1234;360000;3;1;1280;2580;1,5;0;0;3;1280;0,
1235;428000;2;1;1680;6500;1;0;0;4;1140;540,,
1236;597000;3;2,5;2510;5400;2;0;0;3;2510;0,
1237;394000;3;1;1700;8645;1;0;0;3;1700;0,,
1238;414000;3;1,8;1680;3420;1;0;0;3;960;720,
1239;234000;1;0,8;820;59677;1;0;0;3;820;0,
1240;1379000;3;4;4380;42769;2;0;0;5;4380;0,,
1241;677000;3;2,5;2600;10092;1;0;0;3;2600;0,
1242;846000;5;3,3;3400;7452;2;0;0;3;3400;0,
1243;482000;5;1,8;2120;8399;1;0;0;4;1320;800,
1244;544000;4;2,8;2250;5700;1;0;0;3;1200;1050,
1245;426000;3;1;1800;5612;1;0;0;4;1200;600,,
1246;529000;3;2,5;2210;7620;2;0;0;3;2210;0,
1247;392000;3;2;1560;4080;2;0;0;3;1560;0,,
1248;594000;4;2,8;2430;20720;1;0;0;3;2430;0,
1249;652000;4;2,5;2560;36601;2;0;0;4;2560;0,
1250;678000;3;2,8;1960;2500;1,5;0;0;5;1410;550
1251;320000;3;1,5;1110;9762;1;0;0;4;1110;0,
1252;342000;2;1,5;1030;4500;1;0;0;3;830;200,
1253;324000;4;1;1350;11507;1;0;0;3;1350;0,,
1254;393000;3;2;1540;1827;2;0;0;3;1540;0,,
1255;414000;4;1,8;1830;9600;1;0;0;4;1010;820,
1256;431000;4;1,5;1930;15531;2;0;0;3;1930;0,
1257;388000;3;2;1650;9641;1,5;0;0;3;1650;0,
1258;928000;4;2;3510;12905;1;0;2;3;2210;1300,,
1259;975000;4;3;3370;7920;1;0;3;3;1860;1510,,
1260;566000;3;2,5;2390;9157;2;0;0;3;2390;0,
1261;321000;3;1;1230;8114;1;0;0;4;1230;0,,
1262;651000;4;3;2830;213879;2;0;0;4;2830;0,,
1263;409000;3;1,8;1620;7540;1;0;0;3;1310;310,
1264;769000;4;4;2290;6250;1,5;0;0;5;1690;600,
1265;583000;4;2;2840;13367;1;0;0;3;1420;1420,,
1266;953000;4;3,5;4220;196817;2;0;0;3;4220;0,
1267;314000;3;1;1080;10500;1;0;0;3;1080;0,,
1268;404000;3;1,8;1620;8645;1;0;0;3;1190;430,
1269;1287000;4;3,5;4390;11600;2;0;3;3;3060;1330,
1270;486000;3;1,8;1620;3975;1;0;0;5;940;680,
1271;293000;3;1;1010;11244;1;0;0;4;1010;0,,
1272;464000;4;2,5;1750;8476;1;0;0;4;1240;510,
1273;796000;3;3,5;4080;217697;1,5;0;3;3;4080;0
1274;577000;4;2,5;2560;10400;1;0;0;4;1280;1280,
1275;378000;3;1,8;1120;5500;1,5;0;0;4;1120;0
1276;1052000;4;3,5;4740;172497;2;0;0;3;4740;0,
1277;475000;2;1;1340;7788;1;0;2;3;1340;0,,
1278;416000;4;2;1590;6750;1;0;0;3;1590;0,,
1279;375000;3;1;1430;5000;1;0;0;4;1080;350,,
1280;331000;4;1;1450;8960;1;0;0;3;1450;0,,
1281;879000;4;2,8;3500;7200;2;0;0;3;3500;0,
1282;423000;3;2;1630;8702;1;0;0;3;1630;0,,
1283;424000;4;1,8;1814;5000;1;0;0;4;944;870,
1284;261000;2;1;580;7500;1;0;0;3;580;0,,
1285;405000;3;2;1670;4572;1,5;0;0;3;1670;0,
1286;377000;2;2;1140;8282;1;0;0;3;1140;0,,
1287;372000;2;1;800;6380;1;0;2;3;800;0,,
1288;442000;3;1,8;1300;2580;1;0;0;5;820;480,
1289;542000;4;2,5;2440;7155;2;0;0;3;2440;0,
1290;347000;3;2;1490;8371;1,5;0;0;3;1490;0,
1291;540000;3;2,8;1800;9550;1;0;0;4;1320;480,
1292;590000;3;2;1830;9152;1;0;0;5;1830;0,,
1293;378000;3;1;1500;3920;1;0;0;3;1000;500,,
1294;720000;4;2,5;2210;6080;1;0;2;4;1410;800,
1295;394000;3;2;1270;1323;3;0;0;3;1270;0,,
1296;339000;2;1;1140;1730;1,5;0;0;3;1010;130,
1297;717000;3;2,5;1620;1173;3;0;4;3;1470;150,
1298;388000;3;2;1220;1186;3;0;0;3;1220;0,,
1299;333000;2;2,5;750;1430;2;0;0;3;750;0,
1300;505000;4;1,8;1960;9300;1;0;0;5;1340;620,
1301;364000;3;1;1370;3000;1,5;0;0;3;1370;0,
1302;2325000;5;4;4580;4443;3;1;4;3;4580;0,,
1303;1507000;4;4,3;5584;68257;2;0;0;3;5584;0,
1304;365000;2;1;1010;4320;1;0;0;5;1010;0,,
1305;355000;3;1,8;1260;6908;1;0;0;3;1260;0,
1306;503000;3;2,5;1740;5782;2;0;0;4;1740;0,
1307;613000;4;1,5;2670;10026;2;0;0;3;2670;0,
1308;287000;2;1;720;7200;1;0;0;5;720;0,,
1309;588000;3;2,5;2460;4399;2;0;0;3;2460;0,
1310;949000;4;2,5;3670;7000;2;0;0;3;3670;0,
1311;857000;4;3,5;2630;3435;1,5;0;3;3;1640;990
1312;386000;3;1,8;1570;8459;1;0;0;3;1570;0,
1313;637000;3;3;2980;28000;1;0;0;3;1820;1160,,
1314;401000;3;2,5;1560;4200;2;0;0;3;1560;0,
1315;526000;3;2,5;1620;7410;1;0;0;5;1620;0,
1316;327000;3;1;1140;5000;1;0;0;3;1140;0,,
1317;555000;2;1,5;2730;19877;1;0;0;4;1570;1160,
1318;508000;3;2;2130;35169;1;0;0;4;2130;0,,
1319;438000;3;2,5;1780;4050;2;0;0;3;1780;0,
1320;485000;4;2,5;2100;3916;2;0;0;3;2100;0,
1321;320000;3;1;1140;8800;1;0;0;3;1140;0,,
1322;422000;3;1,5;1690;9144;1;0;0;4;1140;550,
1323;370000;2;1;1160;6000;1;0;0;4;860;300,,
1324;422000;4;2,8;1720;6270;2;0;0;3;1720;0,
1325;382000;3;1;1210;3328;1,5;0;0;4;1210;0,
1326;404000;3;1,5;1255;1374;3;0;0;3;1255;0,
1327;307000;2;1;880;7683;1;0;0;3;880;0,,
1328;308000;3;1;1050;9206;1,5;0;0;3;1050;0,
1329;428000;3;1,8;1650;12940;1;0;0;4;1650;0,
1330;371000;3;1;1570;9467;1;0;0;3;1570;0,,
1331;810000;4;2,5;2920;7200;1;0;3;3;1470;1450,
1332;941000;4;3;3000;4000;1,5;0;3;3;1970;1030,
1333;493000;3;1,8;1850;7735;1;0;0;4;1850;0,
1334;423000;3;2,5;1440;7741;1;0;0;4;1000;440,
1335;373000;3;1,8;1440;8775;1;0;0;3;1440;0,
1336;428000;3;1;1810;12375;2;0;0;3;1810;0,,
1337;364000;2;1;1180;9350;1;0;0;3;1180;0,,
1338;1120000;4;3,8;3070;5850;2;0;0;5;2400;670,
1339;850000;5;2,8;3390;5211;2;0;0;3;3390;0,
1340;371000;2;1;1470;6120;1;0;0;2;1470;0,,
1341;609000;4;2,5;2680;7200;1;0;0;3;1380;1300,
1342;509000;4;2,3;2290;10687;2;0;0;3;2290;0,
1343;486000;3;1,8;1980;8100;1;0;0;4;1310;670,
1344;672000;4;2,5;2870;9292;2;0;0;3;2540;330,
1345;529000;3;2;1840;4750;1;0;0;5;1010;830,,
1346;1235000;4;3,3;4060;13000;2;0;3;3;4060;0,
1347;423000;3;2;1630;8018;1;0;0;3;1630;0,,
1348;509000;2;2;1880;5400;1,5;0;0;3;1880;0,
1349;453000;3;1,8;1780;13095;1;0;0;4;1780;0,
1350;546000;4;2;2330;6250;1;0;0;4;1400;930,,
1351;524000;3;1,8;1840;4030;1;0;0;5;1050;790,
1352;499000;5;2;2330;10750;1;0;0;4;1190;1140,,
1353;772000;4;2,5;3200;6473;2;0;0;3;3200;0,
1354;825000;3;2,5;2330;1987;2;0;4;3;1410;920,
1355;491000;3;2,3;1950;8868;1;0;0;3;1350;600,
1356;1021000;4;3,5;3080;4815;2;0;3;3;2300;780,
1357;345000;2;1;1040;5527;1;0;0;3;1040;0,,
1358;551000;4;4,3;1960;3565;2;0;0;3;1960;0,
1359;790000;5;3;2750;3800;1,5;0;0;5;1750;1000,
1360;430000;3;1,8;1930;36210;1;0;0;3;1930;0,
1361;1412000;5;4,5;4850;40902;2;0;0;3;4850;0,
1362;462000;4;2,5;1982;6406;2;0;0;3;1982;0,
1363;846000;3;2,8;2640;4050;1,5;0;0;5;1750;890
1364;428000;4;2,5;1850;50662;1;0;0;3;1430;420,
1365;520000;4;2,3;1940;9144;1;0;0;4;1430;510,
1366;610000;5;3;2840;7199;1;0;0;3;1710;1130,,
1367;415000;5;1,5;1900;10226;1;0;0;3;1130;770,
1368;364000;5;1;1410;6400;1;0;0;5;960;450,,
1369;558000;4;2,5;2520;8515;2;0;0;3;2520;0,
1370;734000;4;3,8;3160;9525;2,5;0;0;3;3160;0
1371;903000;4;3;3720;29043;2;0;0;3;3720;0,,
1372;495000;3;3,5;1820;1501;2;0;0;3;1430;390,
1373;505000;3;2;1560;8640;1;0;0;5;1560;0,,
1374;394000;3;1;1600;5952;1;0;0;4;1150;450,,
1375;361000;3;2;1230;11502;1;0;0;4;1230;0,,
1376;318000;3;1;960;8100;1;0;0;3;960;0,,
1377;472000;3;1;1270;4000;1,5;0;2;3;1270;0,
1378;661000;3;2,5;2810;7700;2;0;0;3;2810;0,
1379;614000;2;2,5;2160;5581;1;0;0;3;2160;0,
1380;626000;3;3;2520;2152;1,5;0;0;3;1560;960,
1381;358000;2;1,5;1180;844;2;0;0;3;990;190,
1382;430000;4;2,3;1810;4970;2;0;0;3;1810;0,
1383;441000;3;2,5;1680;15711;1;0;0;3;1240;440,
1384;298000;3;1;910;5250;1;0;0;4;910;0,,
1385;1103000;3;3,8;3250;5797;2;0;2;4;2370;880,
1386;478000;3;1,5;2000;7294;1;0;0;3;1520;480,
1387;1209000;3;3,3;3790;19000;2;0;4;3;3790;0,
1388;450000;3;1,8;2310;78844;1;0;0;3;1760;550,
1389;989000;3;2,3;2510;6339;1,5;0;2;5;1810;700
1390;440000;3;1,8;1320;6205;1;0;0;5;1320;0,
1391;580000;3;2,3;2370;217800;2;0;0;3;2370;0,
1392;292000;3;1;900;7500;1;0;0;4;900;0,,
1393;772000;3;2,5;2540;7680;2;0;1;4;2540;0,
1394;422000;4;1;2100;9288;1;0;0;4;1050;1050,,
1395;347000;3;1;1200;6250;1;0;0;3;920;280,,
1396;988000;5;4;3720;15200;2;0;0;3;3720;0,,
1397;433000;3;2,3;1760;4539;2;0;0;3;1760;0,
1398;419000;3;1,8;1670;7415;1;0;0;3;1320;350,
1399;574000;3;2,5;2420;8252;2;0;0;3;2420;0,
1400;1070000;5;3;3480;15185;2;0;0;4;3480;0,,
1401;406000;4;2,5;1630;4473;2;0;0;3;1630;0,
1402;526000;4;2,5;2340;5600;2;0;0;3;2340;0,
1403;325000;2;1;920;3780;1;0;0;3;920;0,,
1404;314000;2;1;910;6490;1;0;0;3;910;0,,
1405;472000;3;1;1150;4945;1;0;2;3;1150;0,,
1406;689000;3;1,5;2500;4774;1,5;0;2;3;1450;1050
1407;590000;4;2,5;3250;235063;1;0;2;3;3250;0,
1408;448000;4;2;1930;6600;1;0;0;4;1030;900,,
1409;633000;4;3,5;3400;234352;2;0;0;3;2500;900,
1410;460000;3;2,5;1590;2550;3;0;0;3;1590;0,
1411;816000;4;2,5;3330;7399;2;0;0;3;3330;0,
1412;1357000;5;4,5;4590;14685;2;0;0;3;4590;0,
1413;615000;3;2,5;2610;7256;2;0;0;3;2610;0,
1414;422000;3;2,5;1658;2700;2;0;0;3;1658;0,
1415;467000;3;3,5;1600;1431;2;0;0;3;1240;360,
1416;436000;3;3;1296;1051;3;0;0;3;1296;0,,
1417;363000;2;2,3;1280;835;2;0;0;3;1080;200,
1418;1711000;4;3;5940;11533;2;0;4;3;4950;990,,
1419;562000;4;3,3;2510;5311;2;0;0;3;2510;0,
1420;671000;3;3,5;2710;3475;2;0;0;3;1650;1060,
1421;489000;3;2,5;1750;1548;3;0;0;3;1750;0,
1422;340000;3;1;1430;19901;1,5;0;0;4;1430;0,
1423;369000;4;1;1660;34848;1;0;0;1;930;730,,
1424;387000;2;1;1320;8865;1;0;0;4;1320;0,,
1425;652000;4;3;2580;209523;2;0;0;3;2580;0,,
1426;558000;4;2,5;2740;43101;2;0;0;3;2740;0,
1427;595000;3;2,5;2495;4400;2;0;0;3;2495;0,
1428;536000;6;2,8;2300;24773;1,5;0;0;4;2300;0
1429;338000;3;1,5;1300;12240;1;0;0;3;1300;0,
1430;592000;4;2,5;2230;10414;1;0;0;5;1450;780,
1431;507000;4;2,8;2020;2750;1;0;0;3;1010;1010,
1432;464000;4;2,3;2000;3800;2;0;0;3;2000;0,
1433;348000;2;1;1060;8187;1;0;0;4;1060;0,,
1434;594000;2;1,8;2080;4800;1;0;0;5;1080;1000,
1435;444000;3;2;2030;24829;1;0;0;4;1220;810,,
1436;848000;3;2,5;2690;7000;2;0;0;5;1840;850,
1437;727000;4;2,5;3240;10800;1;0;0;3;2260;980,
1438;594000;3;2,5;1550;12920;2;0;0;5;1550;0,
1439;408000;4;2;1480;3132;1;0;0;5;740;740,,
1440;752000;4;2,8;3040;2800;2;0;0;3;2100;940,
1441;413000;3;1,5;1560;7300;1;0;0;4;1040;520,
1442;543000;3;2,5;2250;3757;2;0;0;3;2250;0,
1443;326000;3;1;1100;4600;1;0;0;3;1100;0,,
1444;380000;3;1;1700;6356;1,5;0;0;3;1700;0,
1445;497000;5;1,5;2680;28014;1;0;0;4;1450;1230,
1446;296000;3;1;800;2296;1;0;0;4;800;0,,
1447;393000;2;1,8;1350;6315;1;0;0;3;1350;0,
1448;288000;3;1;820;7680;1,5;0;0;3;820;0,
1449;807000;3;2,5;3160;4270;2;0;0;3;2650;510,
1450;484000;3;2,8;1720;28000;1;0;0;4;1720;0,
1451;416000;3;2,5;1680;6755;2;0;0;3;1680;0,
1452;360000;3;1,8;1300;7958;1;0;0;3;1300;0,
1453;520000;3;2,5;2190;10370;2;0;0;3;2190;0,
1454;429000;3;2,5;1720;4006;2;0;0;3;1720;0,
1455;317000;3;1;1160;11776;1;0;0;3;1160;0,,
1456;715000;7;4;3150;34830;1;0;0;3;3150;0,,
1457;360000;3;1,8;1210;8075;1;0;0;4;1210;0,
1458;472000;3;1,8;1980;5100;1;0;0;3;1270;710,
1459;700000;4;2,5;2990;5669;2;0;0;3;2990;0,
1460;384000;3;1,5;1430;9600;1;0;0;4;1430;0,
1461;496000;3;2,5;2060;4030;2;0;0;3;2060;0,
1462;470000;4;3;2230;52983;2;0;0;3;2230;0,,
1463;701000;4;2,5;3090;18645;2;0;0;3;3090;0,
1464;993000;6;3,3;4250;23326;1;0;3;3;2150;2100,
1465;1126000;3;2,5;1970;23180;1;1;4;3;1100;870,
1466;534000;2;2;1700;3171;1;0;0;5;850;850,,
1467;761000;3;2,5;2510;5503;2;0;2;3;2510;0,
1468;1130000;6;2,8;3610;17580;1;0;4;5;2070;1540,
1469;962000;4;3,3;2980;7000;2;0;3;3;2140;840,
1470;451000;3;1,8;1610;6480;1;0;0;4;1610;0,
1471;1201000;4;2,8;3650;6982;2;0;2;4;2530;1120,
1472;531000;4;2;2510;38141;1;0;0;3;2510;0,,
1473;406000;3;1;1110;6000;1,5;0;0;5;1110;0,
1474;466000;3;2;1650;6150;2;0;0;4;1650;0,,
1475;493000;3;2;1980;12150;1;0;0;3;1980;0,,
1476;310000;2;1,5;880;1157;2;0;0;3;880;0,
1477;399000;3;1,8;1490;9800;1;0;0;4;1140;350,
1478;616000;3;2;2520;5400;1,5;0;0;4;1410;1110,
1479;420000;3;1,8;1820;22320;1;0;0;3;1250;570,
1480;894000;7;4,5;4140;9066;1;0;0;3;2070;2070,
1481;849000;4;2,5;3420;8405;2;0;0;3;3420;0,
1482;752000;4;2,5;3150;7277;2;0;0;3;3150;0,
1483;399000;3;1,8;1580;7416;1;0;0;3;1150;430,
1484;428000;3;2;1660;8281;1;0;0;3;1660;0,,
1485;316000;3;1;1100;10125;1;0;0;3;1100;0,,
1486;394000;2;1;1270;3200;1;0;0;4;960;310,,
1487;366000;4;1;1450;6250;1;0;0;3;990;460,,
1488;468000;4;2,3;1830;9485;1;0;0;4;1200;630,
1489;397000;3;1,8;1300;4127;1;0;0;4;650;650,
1490;704000;2;1,8;2320;5500;1,5;0;2;3;1720;600
1491;429000;4;2,8;1680;9545;1;0;0;4;1080;600,
1492;673000;3;2,5;2300;5500;1,5;0;0;4;2000;300
1493;356000;3;1,8;1400;4000;1;0;0;3;870;530,
1494;947000;4;2,3;2410;4560;2;0;2;5;1800;610,
1495;433000;3;2;1480;7480;1;0;0;4;1480;0,,
1496;381000;3;1;1390;9624;1,5;0;0;4;1390;0,
1497;311000;2;1;830;2699;1;0;0;3;830;0,,
1498;284000;2;1;740;9003;1;0;0;3;740;0,,
1499;409000;5;2;1940;6000;1;0;0;5;970;970,,
1500;313000;3;1;1340;15600;1;0;0;4;1340;0,,
1501;1597000;8;3,5;4440;6480;2;0;3;5;3140;1300,
1502;299000;2;1;800;6240;1;0;0;3;800;0,,
1503;358000;3;1,8;1310;9645;1;0;0;3;1310;0,
1504;657000;4;1,8;2330;4000;2;0;0;5;1300;1030,
1505;460000;2;3,3;1400;1243;3;0;0;3;1400;0,
1506;531000;4;2,5;2360;4367;2;0;0;3;2360;0,
1507;444000;3;2,3;1840;5752;2;0;0;3;1840;0,
1508;596000;4;2,5;2680;7178;2;0;0;3;2680;0,
1509;1093000;3;3,8;3890;7140;1;0;2;3;2390;1500,
1510;451000;3;2;1400;8640;1;0;0;5;1400;0,,
1511;633000;3;2,5;2400;9701;1;0;0;3;2400;0,
1512;742000;4;2,3;2920;46355;2;0;0;4;2920;0,
1513;385000;2;2;1390;1302;2;0;0;3;1390;0,,
1514;405000;3;2,5;1680;11193;2;0;0;3;1680;0,
1515;438000;4;1,5;2040;8800;1;0;0;4;1020;1020,
1516;361000;2;1;1080;4000;1;0;0;3;1080;0,,
1517;662000;3;2,8;2280;4280;1;0;0;5;1280;1000,
1518;1239000;4;3,5;4490;5099;2;0;0;3;3390;1100,
1519;1289000;4;3,3;4700;9160;1;0;4;3;2520;2180,
1520;641000;4;2,5;2798;4473;2;0;0;3;2798;0,
1521;666000;3;2,5;2810;5400;2;0;0;3;2810;0,
1522;975000;4;2,5;3753;7204;2;0;0;3;3336;417,
1523;1033000;4;3,5;3910;8095;2;0;0;3;3130;780,
1524;352000;2;2,5;1050;1609;2;0;0;3;1050;0,
1525;420000;4;1;1600;4300;1,5;0;0;4;1600;0,
1526;573000;4;2,3;2590;10002;1;0;0;4;1340;1250,
1527;442000;4;2,3;1720;9753;1;0;0;4;1120;600,
1528;1155000;6;2,5;4410;14034;1;0;2;4;2350;2060,
1529;504000;3;1,8;1590;11914;1;0;2;3;1090;500,
1530;523000;4;2,5;2440;22594;2;0;0;3;2440;0,
1531;424000;3;2,5;1360;1016;3;0;0;3;1310;50,
1532;313000;2;1;910;7000;1;0;0;3;910;0,,
1533;375000;4;1,5;1390;7200;1;0;0;3;1140;250,
1534;366000;3;1,5;1470;14821;1;0;0;4;1470;0,
1535;840000;4;2,5;2920;9904;2;0;0;4;2920;0,
1536;395000;3;1,8;1950;52256;1;0;0;4;1950;0,
1537;572000;3;2,5;2390;4555;2;0;0;3;2390;0,
1538;340000;3;1,5;1270;11600;1;0;0;4;1270;0,
1539;319000;2;1;950;7560;1;0;0;3;950;0,,
1540;171000;2;1;900;423838;1;0;2;5;900;0,,
1541;708000;4;2,3;2280;6660;1,5;0;2;3;1960;320
1542;323000;3;1;1010;5490;1;0;0;3;1010;0,,
1543;396000;2;1;1260;5000;1;0;0;3;1040;220,,
1544;1717000;4;3,5;4730;13586;1,5;0;0;5;4270;460
1545;594000;3;2,5;2620;21587;2;0;0;3;2620;0,
1546;946000;3;2,3;2330;4000;1,5;0;2;5;1520;810
1547;588000;5;3;2170;2440;1,5;0;0;4;1450;720,
1548;520000;5;2;2450;9488;1;0;0;4;1240;1210,,
1549;440000;4;1,8;1880;7632;1;0;0;4;1180;700,
1550;664000;4;2;2300;3400;1,5;0;0;5;1550;750,
1551;351000;3;2;1240;14404;1;0;0;3;1240;0,,
1552;322000;2;1;820;3844;1;0;0;4;820;0,,
1553;382000;4;2;1530;6375;2;0;0;3;1530;0,,
1554;711000;5;3,3;2900;12160;1;0;0;4;1890;1010,
1555;431000;4;2,8;1240;3867;1;0;0;3;800;440,
1556;1147000;4;3,5;4140;13392;2;0;0;3;4140;0,
1557;525000;4;2;2240;7725;1;0;0;5;1120;1120,,
1558;410000;3;2;1480;5000;1;0;0;4;750;730,,
1559;537000;3;2,3;2270;8876;1;0;0;3;1380;890,
1560;297000;3;1;1250;6250;1;0;0;2;1030;220,,
1561;431000;5;2;1930;9747;1;0;0;4;1020;910,,
1562;445000;4;1,8;1700;7800;1;0;0;5;1120;580,
1563;382000;3;1;1590;6420;1;0;0;3;1590;0,,
1564;418000;5;1,8;1880;10000;1;0;0;3;960;920,
1565;447000;4;1,8;1640;4240;1;0;0;5;920;720,
1566;545000;3;1,5;2600;5085;1;0;0;4;1400;1200,
1567;376000;2;1;710;1173;2;0;0;4;710;0,,
1568;2361000;6;4,3;6980;15682;3;0;4;4;5330;1650,
1569;370000;3;1,5;1460;5040;1;0;0;3;1100;360,
1570;493000;3;2,5;2080;9827;2;0;0;3;2080;0,
1571;604000;5;2,5;2630;9216;2;0;0;3;2630;0,
1572;1214000;4;3,3;4430;21000;2;0;0;3;4430;0,
1573;622000;4;2,5;2760;6850;2;0;0;3;2760;0,
1574;423000;4;2;1670;12056;1;0;0;3;1670;0,,
1575;507000;4;1,8;1990;4725;1,5;0;0;4;1190;800
1576;846000;3;3;2600;5238;1,5;0;3;3;1890;710,
1577;437000;2;1;1320;1824;1,5;0;0;4;1320;0,
1578;546000;3;1,5;2240;3800;2;0;0;3;1370;870,
1579;496000;4;2,3;1960;8680;1;0;0;4;1290;670,
1580;490000;3;2;2590;108900;2;0;0;3;1980;610,,
1581;584000;4;2,8;2620;6707;2;0;0;3;2620;0,
1582;650000;3;2,5;2770;9136;2;0;0;3;2770;0,
1583;487000;3;1;2110;10005;1;0;0;5;1110;1000,,
1584;518000;4;2,5;2290;4539;2;0;0;3;2290;0,
1585;1404000;4;4,3;4960;6000;2,5;0;0;3;3680;1280
1586;297000;2;1;1110;26051;1;0;0;3;1110;0,,
1587;806000;4;2,8;3310;6166;2;0;0;3;3310;0,
1588;308000;2;1;900;8580;1;0;0;3;900;0,,
1589;641000;3;1,8;1940;7313;1;0;1;4;1440;500,
1590;389000;3;1,8;1590;7617;2;0;0;3;1590;0,
1591;690000;3;2,5;2930;6050;2;0;0;3;2930;0,
1592;454000;4;2,5;2040;22653;2;0;0;3;2040;0,
1593;420000;2;2,3;1000;905;3;0;0;3;1000;0,
1594;631000;3;3,3;1730;1229;2;0;2;3;1320;410,
1595;340000;3;1;1220;4800;1;0;0;3;1220;0,,
1596;704000;3;2,3;3060;12095;2;0;0;3;3060;0,
1597;676000;4;2,5;2910;5000;2;0;0;3;2910;0,
1598;329000;3;1,8;1050;5850;1;0;0;3;1050;0,
1599;413000;3;2;1560;7352;1;0;0;3;1560;0,,
1600;629000;3;1,8;1680;3000;1;0;2;4;840;840,
1601;1172000;4;3,3;4140;20734;1;0;1;3;3300;840,
